id,name,section,enrollmentCode
867763132533,06. 6-Б клас. Друга мова (Польська) (Гр. 1) (2026-2027),,yx2et4bj
867762903270,06. 6-Б клас. Логіка (2026-2027),,vhmzplx3
867763322965,06. 6-Б клас. Друга мова (Польська) (Гр. 2) (2026-2027),,urb67i7t
867763464421,06. 6-Б клас. Основи християнської етики (2026-2027),,stxm3ujy
867762012697,05. 5-Г клас. Основи християнської етики (2026-2027),,jekn3l6j
867761841028,05. 5-Г клас. Друга мова (Польська) (Гр. 1) (2026-2027),,hiu6vqwk
867760844708,05. 5-Г клас. Фізична культура (2026-2027),,h65b5cy6
867760962116,05. 5-Г клас. Друга мова (Польська) (Гр. 2) (2026-2027),,tnnodctk
867754884409,05. 5-Г клас. Логіка (2026-2027),,rc5xfacr
867746134712,05. 5-Г клас. Мистецтво (2026-2027),,4zfkp324
867761437122,05. 5-Г клас. Технології (Трудове) (Гр. 2) (2026-2027),,khyk2xv3
867760858967,05. 5-Г клас. Інформатика (Гр. 1) (2026-2027),,x5zozq4p
867761798952,05. 5-Г клас. Інформатика (Гр. 2) (2026-2027),,4ulvkxxc
867761895101,05. 5-Г клас. Технології (Трудове) (Гр. 1) (2026-2027),,bx427fvd
867761244876,05. 5-Г клас. Англійська мова (Гр. 1) (2026-2027),,nkwljf4u
867759759596,05. 5-Г клас. Англійська мова (Гр. 2) (2026-2027),,svmbgqaw
867761958547,05. 5-Г клас. Математика (2026-2027),,e6avrhul
867760719468,05. 5-Г клас. Пізнаємо природу (2026-2027),,54kr6v4q
867759412747,05. 5-Г клас. Вступ до історії України (2026-2027),,ugmiuhpz
867761545710,05. 5-Г клас. Зарубіжна література (2026-2027),,slowwj6z
798178751900,05. 5-Г клас. Українська література (2026-2027),,4ddfgha6
867760909568,05. 5-Г клас. Українська мова (2026-2027),,l42qo7hv
867761800852,05. 5-В клас. Основи християнської етики (2026-2027),,oilreebx
867759714687,05. 5-В клас. Друга мова (Польська) (Гр. 1) (2026-2027),,q5atlvvw
867761804871,05. 5-В клас. Фізична культура (2026-2027),,dkrecoc3
867746491896,05. 5-В клас. Друга мова (Польська) (Гр. 2) (2026-2027),,pziyrqvr
867760029722,05. 5-В клас. Логіка (2026-2027),,p2w4kbes
867761865129,05. 5-В клас. Мистецтво (2026-2027),,ycoqhz2d
867761272864,05. 5-В клас. Технології (Трудове) (Гр. 2) (2026-2027),,32eccjih
867761549693,05. 5-В клас. Інформатика (Гр. 1) (2026-2027),,t6t7yopw
867761707653,05. 5-В клас. Інформатика (Гр. 2) (2026-2027),,gfj6dbbd
867759560500,05. 5-В клас. Технології (Трудове) (Гр. 1) (2026-2027),,3fqdapto
798178745507,05. 5-В клас. Англійська мова (Гр. 1) (2026-2027),,ssfmejyn
867761298427,05. 5-В клас. Англійська мова (Гр. 2) (2026-2027),,yj22cgzm
867760997113,05. 5-В клас. Математика (2026-2027),,y7nbbpd7
867762075664,05. 5-В клас. Пізнаємо природу (2026-2027),,pkw2cl7l
867761577542,05. 5-В клас. Вступ до історії України (2026-2027),,lbfdaspy
867761812408,05. 5-В клас. Зарубіжна література (2026-2027),,ey54jvki
867761220080,05. 5-В клас. Українська література (2026-2027),,g6aqm74q
867761493611,05. 5-В клас. Українська мова (2026-2027),,knp3uegt
867400251453,05. 5-Б клас. Українська мова (2026-2027),Середня школа,qqkmypdv
867399032607,05. 5-Б клас. Українська література (2026-2027),Середня школа,2gim24a5
867399197602,05. 5-Б клас. Зарубіжна література (2026-2027),Середня школа,qagqf5g7
867400128322,05. 5-Б клас. Вступ до історії України (2026-2027),Середня школа,g7anvqxy
867399599207,05. 5-Б клас. Пізнаємо природу (2026-2027),Середня школа,zagtokbj
867400215541,05. 5-Б клас. Математика (2026-2027),Середня школа,wjkgtwu4
867399230602,05. 5-Б клас. Англійська мова (Гр. 2) (2026-2027),Середня школа,76fqp2q6
867398475040,05. 5-Б клас. Англійська мова (Гр. 1) (2026-2027),Середня школа,q5e4y6mf
867400141148,05. 5-Б клас. Технології (Трудове) (Гр. 1) (2026-2027),Середня школа,i24k73ed
867388482526,05. 5-Б клас. Інформатика (Гр. 2) (2026-2027),Середня школа,5od47zdg
867400270244,05. 5-Б клас. Інформатика (Гр. 1) (2026-2027),Середня школа,hg63urrb
867379495561,05. 5-Б клас. Технології (Трудове) (Гр. 2) (2026-2027),Середня школа,kv45pyer
867400169428,05. 5-Б клас. Мистецтво (2026-2027),Середня школа,toizd3y4
867399627744,05. 5-Б клас. Логіка (2026-2027),Середня школа • Спецкурс,pdpu3m6k
867383686133,05. 5-Б клас. Друга мова (Польська) (Гр. 2) (2026-2027),Середня школа • Спецкурс,6sxmv7df
867398475024,05. 5-Б клас. Фізична культура (2026-2027),Середня школа,xzhjtpgb
867398994904,05. 5-Б клас. Друга мова (Польська) (Гр. 1) (2026-2027),Середня школа • Спецкурс,ohg74obi
867399024932,05. 5-Б клас. Основи християнської етики (2026-2027),Середня школа • Спецкурс,dbsrquhh
867395165268,06. 6-А клас. Основи християнської етики (2026-2027),Середня школа • Спецкурс,7ut2mxbn
867395279463,06. 6-А клас. Друга мова (Польська) (Гр. 2) (2026-2027),Середня школа • Спецкурс,ogdyff4i
867394993183,06. 6-А клас. Логіка (2026-2027),Середня школа • Спецкурс,vum7sobq
867394748201,06. 6 клас. Екстернат (2026-2027),Екстернат,usxmk6ar
867395053468,06. 6-А клас. Друга мова (Польська) (Гр. 1) (2026-2027),Середня школа • Спецкурс,prnx4uld
819800251319,06. 6-А клас. Мистецтво (2026-2027),Середня школа,m7y6wz4j
867395140414,06. 6-А клас. Технології (Трудове) (Гр. 2) (2026-2027),Середня школа,a2m52gmp
867395381673,06. 6-А клас. Физична культура (2026-2027),Середня школа,rrpfjiue
867395307820,06. 6-А клас. Інформатика (Гр. 2) (2026-2027),Середня школа,ch2i6q3i
867394089843,06. 6-А клас. Технології (Трудове) (Гр. 1) (2026-2027),Середня школа,odfpmkx4
867394913143,06. 6-А клас. Інформатика (Гр. 1) (2026-2027),Середня школа,kc4sb5hr
867395102557,06. 6-А клас. Пізнаємо природу (2026-2027),Середня школа,n772b7mg
867394773486,06. 6-А клас. Зарубіжна література (2026-2027),Середня школа,5mgbatvt
819800136252,06. 6-А клас. Географія (2026-2027),Середня школа,euegafxk
867395408010,06. 6-А клас. Історія України. Всесвітня історія (2026-2027),Середня школа,6pyfbj23
867395041278,06. 6-А клас. Українська література (2026-2027),Середня школа,sbqkdtpb
867395139915,06. 6-А клас. Англійська мова (Гр. 1) (2026-2027),Середня школа,zm5ewb3i
867394252832,06. 6-А клас. Англійська мова (Гр. 2) (2026-2027),Середня школа,f6j7inqh
867386203452,06. 6-А клас. Українська мова (2026-2027),Середня школа,4loopmxf
867395327327,06. 6-А клас. Математика (2026-2027),Середня школа,ezyf5y4w
867375751568,05. 5-А клас. Друга мова (Польська) (Гр. 2) (2026-2027),Середня школа • Спецкурс,adktkee5
867378521134,05. 5-А клас. Друга мова (Польська) (Гр. 1) (2026-2027),Середня школа • Спецкурс,6maw76aq
867377234839,05. 5-А клас. Логіка (2026-2027),Середня школа • Спецкурс,dxxajg23
819798666398,05. 5-А клас. Основи християнської етики (2026-2027),Середня школа • Спецкурс,47rjwx6v
867377628712,05. 5-А клас. Фізична культура (2026-2027),Середня школа,xaau6in4
819798674885,05. 5-А клас. Мистецтво (2026-2027),Середня школа,4wksmzua
867377886536,05. 5-А клас. Технології (Трудове) (Гр. 2) (2026-2027),Середня школа,xsotp4vg
867378182563,05. 5-А клас. Технології (Трудове) (Гр. 1) (2026-2027),Середня школа,wyqlpkfh
867378084948,"05. 5-А клас. Здоров’я, безпека та добробут (2026-2027)",Середня школа,uvupuzln
867376872299,05. 5-А клас. Інформатика (Гр. 2) (2026-2027),Середня школа,sotkjk2q
867374997744,05. 5-А клас. Інформатика (Гр. 1) (2026-2027),Середня школа,54dqlhh7
867377294384,05. 5-А клас. Вступ до історії України (2026-2027),Середня школа,psulftjs
867376763383,05. 5-А клас. Пізнаємо природу (2026-2027),Середня школа,dosxnpq7
819798620903,05. 5-А клас. Математика (2026-2027),Середня школа,mshroy77
867377773157,05. 5-А клас. Англійська мова (Гр. 2) (2026-2027),Середня школа,3q3vo7kf
819798717622,05. 5-А клас. Англійська мова (Гр. 1) (2026-2027),Середня школа,jxns74y3
867377831999,05. 5-А клас. Зарубіжна література (2026-2027),Середня школа,6nn5wszx
867377185388,05. 5-А клас. Українська література (2026-2027),Середня школа,2ujuchp5
867376323037,05. 5-А клас. Українська мова (2026-2027),Середня школа,hmsty2nk
867376604112,05. 5 клас. Екстернат (2026-2027),Екстернат,n3tq4v7f
867335860978,04. 4-Г Інформатика (2026-2027),Початкова школа,daqneu5m
867335589149,04. 4-А Англійська мова (2026-2027),Початкова школа,ligducad
867335109249,04. 4-Г клас (2026-2027),Початкова школа,nnptrayk
867335907947,04. 4-В Інформатика (2026-2027),Початкова школа,t5exnjo2
867336436019,04. 4-В Англійська мова (2026-2027),Початкова школа,e73hzi75
867336386177,04. 4-В клас (2026-2027),Початкова школа,jr2h7azs
867336251785,04. 4-Б Інформатика (2026-2027),Початкова школа,es4f25rj
867335850617,04. 4-Б Англійська мова (2026-2027),Початкова школа,hpaelj7w
867334808154,04. 4-Б клас (2026-2027),Початкова школа,yjmxljnr
798125542813,04. 4-А Інформатика (2026-2027),Початкова школа,tiigvwr4
867335080770,04. 4-Г Англійська мова (2026-2027),Початкова школа,gcmasw2s
867336332385,04. 4-А клас (2026-2027),Початкова школа,fybgownv
867331417458,02. 2-В Англійська мова (2026-2027),Початкова школа,hn7yaluh
867324295576,03. 03 клас. Екстернат (2026-2027),Екстернат,nnpyia5c
867317060340,03. 3-Г Інформатика (2026-2027),Початкова школа,gqkv4nsg
798124355764,03. 3-Г Англійська мова (2026-2027),Початкова школа,xpdjglfl
867324504631,03. 3-Г клас (2026-2027),Початкова школа,bj5yrlo3
867323263592,03. 3-В Інформатика (2026-2027),Початкова школа,frsm7lju
867323939549,03. 3-В Англійська мова (2026-2027),Початкова школа,p4zk3ex4
867322809643,03. 3-В клас (2026-2027),Початкова школа,yhz7rvjn
867324393329,03. 3-Б Інформатика (2026-2027),Початкова школа,n3pjkrre
867323305345,03. 3-Б Англійська мова (2026-2027),Початкова школа,my5lik2d
867323419328,03. 3-Б клас (2026-2027),Початкова школа,vt5vcb7o
867324738824,03. 3-А Інформатика (2026-2027),Початкова школа,ixahkxvg
867324181198,03. 3-А Англійська мова (2026-2027),Початкова школа,jccj3hbe
867323697954,03. 3-А клас (2026-2027),Початкова школа,alp6qydy
867312800722,04. 04 клас. Екстернат (2026-2027),Екстернат,2cer4n6y
867272231020,02. 2-Г Англійська мова (2026-2027),Початкова школа,mwfdvbmf
867271652276,02. 2-В клас (2026-2027),Початкова школа,r5cpxctc
867270615070,02. 2-Г клас (2026-2027),Початкова школа,i3rhwdbk
867271980954,02. 2-Б Англійська мова (2026-2027),Початкова школа,n6uin6cj
867271596986,02. 2-А клас (2026-2027),Початкова школа,fbeqkusg
867271144756,02. 2-А Англійська мова (2026-2027),Початкова школа,diry3mv4
867271054907,02. 2-Б клас (2026-2027),Початкова школа,wowo4efg
867270049349,01. 1-Г клас. НУШ (2026-2027),Початкова школа,d2t4b7e2
867270096376,01. 1-Г клас. Англійська мова (2026-2027),Початкова школа,5gwqug66
867270052567,01. 01 клас. Екстернат (2026-2027),Екстернат,rfo2ehci
867268618041,02. 02 клас. Екстернат (2026-2027),Екстернат,7ykmsj5c
867267818221,01. 1-В клас. НУШ (2026-2027),Початкова школа,ebdtdxrd
867269784292,01. 1-Б клас. НУШ (2026-2027),Початкова школа,irtp7xvr
867269734400,01. 1-Б клас. Англійська мова (2026-2027),Початкова школа,hz5ckbhb
867269419571,01. 1-А клас. Англійська мова (2026-2027),Початкова школа,wrzoqyn4
867269348958,01. 1-А клас. НУШ (2026-2027),Початкова школа,xpb4tyhm
